SKU,SKU_Category,Year_Week,Weekly_Demand,Weekly_Price,Month,Price_Last_Week,Price_Delta_Pct
07GHA,YMJ,2016-03-07/2016-03-13,1,11.65,3,11.65,0.0
07GHA,YMJ,2016-03-21/2016-03-27,1,11.65,3,11.65,0.0
07GHA,YMJ,2016-04-04/2016-04-10,1,11.65,4,11.65,0.0
07GHA,YMJ,2016-05-02/2016-05-08,1,11.65,5,11.65,0.0
07GHA,YMJ,2016-05-09/2016-05-15,2,11.65,5,11.65,0.0
07GHA,YMJ,2016-06-06/2016-06-12,3,11.6525,6,11.65,0.021459227467806888
07GHA,YMJ,2016-08-01/2016-08-07,1,9.11,8,11.6525,-21.81935207037117
07GHA,YMJ,2016-09-26/2016-10-02,3,11.65,9,9.11,27.881448957189914
07GHA,YMJ,2016-10-03/2016-10-09,2,11.665,10,11.65,0.12875536480685656
07GHA,YMJ,2016-10-10/2016-10-16,1,11.65,10,11.665,-0.1285897985426386
07GHA,YMJ,2016-10-17/2016-10-23,1,11.65,10,11.65,0.0
07GHA,YMJ,2016-11-28/2016-12-04,1,9.48,12,11.65,-18.626609442060087
07GHA,YMJ,2016-12-05/2016-12-11,1,9.48,12,9.48,0.0
07GHA,YMJ,2016-12-12/2016-12-18,2,9.48,12,9.48,0.0
07NQU,LPF,2016-01-11/2016-01-17,1,5.78,1,,0.0
07NQU,LPF,2016-03-07/2016-03-13,1,5.78,3,5.78,0.0
07NQU,LPF,2016-03-28/2016-04-03,2,5.775,4,5.78,-0.08650519031141683
07NQU,LPF,2016-05-16/2016-05-22,1,5.78,5,5.775,0.08658008658008473
07NQU,LPF,2016-05-23/2016-05-29,1,5.78,5,5.78,0.0
07NQU,LPF,2016-06-13/2016-06-19,1,5.78,6,5.78,0.0
07NQU,LPF,2016-06-20/2016-06-26,2,5.78,6,5.78,0.0
07NQU,LPF,2016-07-04/2016-07-10,1,5.78,7,5.78,0.0
07NQU,LPF,2016-07-18/2016-07-24,1,5.78,7,5.78,0.0
07NQU,LPF,2016-08-01/2016-08-07,3,5.7775,8,5.78,-0.043252595155716105
07NQU,LPF,2016-09-12/2016-09-18,6,5.78,9,5.7775,0.04327131112073372
07NQU,LPF,2016-10-03/2016-10-09,1,5.78,10,5.78,0.0
07NQU,LPF,2016-10-10/2016-10-16,1,5.78,10,5.78,0.0
07NQU,LPF,2016-10-17/2016-10-23,1,5.78,10,5.78,0.0
07NQU,LPF,2016-10-24/2016-10-30,3,5.78,10,5.78,0.0
07NQU,LPF,2016-11-28/2016-12-04,2,5.78,11,5.78,0.0
07NQU,LPF,2016-12-05/2016-12-11,2,5.78,12,5.78,0.0
07OCK,XG4,2016-01-25/2016-01-31,1,4.88,1,,0.0
07OCK,XG4,2016-02-01/2016-02-07,1,4.88,2,4.88,0.0
07OCK,XG4,2016-02-08/2016-02-14,1,4.88,2,4.88,0.0
07OCK,XG4,2016-02-15/2016-02-21,2,3.985,2,4.88,-18.34016393442623
07OCK,XG4,2016-02-29/2016-03-06,1,4.88,3,3.985,22.45922208281054
07OCK,XG4,2016-03-14/2016-03-20,1,4.88,3,4.88,0.0
07OCK,XG4,2016-04-04/2016-04-10,1,4.88,4,4.88,0.0
07OCK,XG4,2016-04-18/2016-04-24,1,4.88,4,4.88,0.0
07OCK,XG4,2016-05-16/2016-05-22,2,4.025,5,4.88,-17.520491803278677
07OCK,XG4,2016-05-30/2016-06-05,1,4.88,5,4.025,21.242236024844708
07OCK,XG4,2016-06-20/2016-06-26,3,4.88,6,4.88,0.0
07OCK,XG4,2016-07-04/2016-07-10,1,4.88,7,4.88,0.0
07OCK,XG4,2016-07-11/2016-07-17,2,4.88,7,4.88,0.0
07OCK,XG4,2016-08-15/2016-08-21,1,4.88,8,4.88,0.0
07OCK,XG4,2016-08-22/2016-08-28,1,4.98,8,4.88,2.0491803278688634
07OCK,XG4,2016-08-29/2016-09-04,1,2.49,8,4.98,-50.0
07OCK,XG4,2016-09-19/2016-09-25,1,4.98,9,2.49,100.0
07OCK,XG4,2016-10-10/2016-10-16,1,2.98,10,4.98,-40.16064257028113
07OCK,XG4,2016-10-17/2016-10-23,1,4.98,10,2.98,67.11409395973156
07OCK,XG4,2016-10-24/2016-10-30,3,3.995,10,4.98,-19.77911646586346
07OCK,XG4,2016-10-31/2016-11-06,1,4.98,11,3.995,24.655819774718406
07OCK,XG4,2016-11-07/2016-11-13,1,3.5,11,4.98,-29.71887550200804
07OCK,XG4,2016-11-14/2016-11-20,1,4.98,11,3.5,42.2857142857143
07OCK,XG4,2016-11-28/2016-12-04,1,5.0,12,4.98,0.40160642570280264
08F28,LPF,2016-01-11/2016-01-17,4,9.585,1,,0.0
08F28,LPF,2016-01-25/2016-01-31,4,9.581666666666667,1,9.585,-0.034776560598162275
08F28,LPF,2016-02-01/2016-02-07,4,9.585,2,9.581666666666667,0.03478865889720495
08F28,LPF,2016-03-14/2016-03-20,2,9.585,3,9.585,0.0
08F28,LPF,2016-03-21/2016-03-27,1,9.58,3,9.585,-0.052164840897243415
08F28,LPF,2016-03-28/2016-04-03,3,9.586666666666668,3,9.58,0.0695894224078049
08F28,LPF,2016-04-11/2016-04-17,4,9.585,4,9.586666666666668,-0.017385257301810782
08F28,LPF,2016-04-18/2016-04-24,2,9.585,4,9.585,0.0
08F28,LPF,2016-05-23/2016-05-29,4,9.583333333333334,5,9.585,-0.017388280299081137
08F28,LPF,2016-06-06/2016-06-12,4,9.585,6,9.583333333333334,0.017391304347828804
08F28,LPF,2016-06-27/2016-07-03,1,9.58,7,9.585,-0.052164840897243415
08F28,LPF,2016-07-04/2016-07-10,4,9.583333333333334,7,9.58,0.03479471120390245
08F28,LPF,2016-07-25/2016-07-31,2,9.585,7,9.583333333333334,0.017391304347828804
08F28,LPF,2016-08-01/2016-08-07,2,9.585,8,9.585,0.0
08F28,LPF,2016-08-22/2016-08-28,1,9.58,8,9.585,-0.052164840897243415
08F28,LPF,2016-09-19/2016-09-25,1,9.58,9,9.58,0.0
08F28,LPF,2016-09-26/2016-10-02,2,9.585,9,9.58,0.05219206680585367
08F28,LPF,2016-10-10/2016-10-16,1,9.58,10,9.585,-0.052164840897243415
08F28,LPF,2016-10-17/2016-10-23,3,9.5825,10,9.58,0.026096033402917565
08F28,LPF,2016-11-14/2016-11-20,3,9.586666666666668,11,9.5825,0.043482041916704475
08F28,LPF,2016-11-21/2016-11-27,4,9.585,11,9.586666666666668,-0.017385257301810782
08F28,LPF,2016-11-28/2016-12-04,3,9.586666666666668,12,9.585,0.017388280299081137
08F28,LPF,2016-12-05/2016-12-11,3,9.5825,12,9.586666666666668,-0.04346314325453622
08F28,LPF,2016-12-12/2016-12-18,3,9.5825,12,9.5825,0.0
08TP3,U5F,2016-04-18/2016-04-24,2,89.795,4,,0.0
08UZX,LWD,2016-01-11/2016-01-17,1,13.58,1,,0.0
08UZX,LWD,2016-02-29/2016-03-06,1,13.58,3,13.58,0.0
08UZX,LWD,2016-04-18/2016-04-24,1,8.62,4,13.58,-36.52430044182622
08UZX,LWD,2016-05-02/2016-05-08,1,13.58,5,8.62,57.54060324825988
08UZX,LWD,2016-05-09/2016-05-15,1,13.58,5,13.58,0.0
08UZX,LWD,2016-05-30/2016-06-05,2,13.565,6,13.58,-0.11045655375552701
08UZX,LWD,2016-06-13/2016-06-19,1,13.58,6,13.565,0.11057869517140118
08UZX,LWD,2016-07-04/2016-07-10,2,13.565,7,13.58,-0.11045655375552701
08UZX,LWD,2016-07-11/2016-07-17,2,13.58,7,13.565,0.11057869517140118
08UZX,LWD,2016-07-25/2016-07-31,1,13.58,7,13.58,0.0
08UZX,LWD,2016-08-01/2016-08-07,2,10.18,8,13.58,-25.03681885125184
08UZX,LWD,2016-08-08/2016-08-14,1,13.58,8,10.18,33.39882121807466
08UZX,LWD,2016-09-05/2016-09-11,1,13.58,9,13.58,0.0
08UZX,LWD,2016-09-12/2016-09-18,1,13.62,9,13.58,0.2945508100147212
08UZX,LWD,2016-09-26/2016-10-02,1,13.62,9,13.62,0.0
08UZX,LWD,2016-10-17/2016-10-23,1,8.58,10,13.62,-37.004405286343605
08UZX,LWD,2016-10-31/2016-11-06,1,13.62,11,8.58,58.741258741258726
08UZX,LWD,2016-11-28/2016-12-04,1,13.62,12,13.62,0.0
08UZX,LWD,2016-12-19/2016-12-25,1,9.44,12,13.62,-30.690161527165934
08WV6,SIM,2016-03-14/2016-03-20,1,44.62,3,,0.0
08WV6,SIM,2016-05-16/2016-05-22,1,44.62,5,44.62,0.0
08WV6,SIM,2016-06-27/2016-07-03,1,44.62,6,44.62,0.0
08WV6,SIM,2016-07-11/2016-07-17,1,44.62,7,44.62,0.0
08WV6,SIM,2016-11-07/2016-11-13,1,44.62,11,44.62,0.0
08XGM,XZC,2016-05-02/2016-05-08,1,19.07,5,,0.0
096VW,TZB,2016-01-04/2016-01-10,2,6.07,1,,0.0
096VW,TZB,2016-01-11/2016-01-17,1,6.07,1,6.07,0.0
096VW,TZB,2016-02-01/2016-02-07,3,6.075,2,6.07,0.08237232289950401
